Player,Team,Rec,Tgt,Yds,Y/R,Long,1stD,TD,Fumb,FumL,Date
Jordan Whittington,LAR,1,1,9,9,9,0,0,0,0,11/16
Noah Gray,KC,2,3,9,4.5,5,2,0,0,0,11/16
Dare Ogunbowale,HOU,1,1,9,9,9,0,0,0,0,11/16
Dontayvion Wicks,GB,1,2,9,9,9,0,0,0,0,11/16
Emanuel Wilson,GB,1,1,9,9,9,0,0,0,0,11/16
Adam Trautman,DEN,1,1,8,8,8,0,0,0,0,11/16
Brashard Smith,KC,2,3,8,4,6,0,0,0,0,11/16
Xavier Smith,LAR,1,2,8,8,8,0,0,0,0,11/16
Durham Smythe,CHI,1,3,8,8,8,0,0,0,0,11/16
Brock Wright,DET,2,7,8,4,4,0,0,0,0,11/16
DeVonta Smith,PHI,1,5,8,8,8,0,0,0,0,11/16
Saquon Barkley,PHI,1,2,7,7,7,0,0,0,0,11/16
Chuba Hubbard,CAR,1,3,7,7,7,1,0,0,0,11/16
David Njoku,CLE,1,2,7,7,7,0,0,0,0,11/16
Woody Marks,HOU,1,1,7,7,7,0,0,0,0,11/16
Raheem Mostert,LV,2,2,7,3.5,4,1,0,0,0,11/16
Breece Hall,NYJ,2,2,6,3,8,0,0,0,0,11/16
Tyler Allgeier,ATL,2,2,6,3,4,0,0,0,0,11/16
Tez Johnson,TB,1,3,6,6,6,0,0,0,0,11/16
Christian Kirk,HOU,1,4,6,6,6,0,0,0,0,11/16
Chris Rodriguez Jr.,WAS,1,1,6,6,6,0,0,0,0,11/16
Adam Thielen,MIN,1,2,6,6,6,1,0,0,0,11/16
Kyren Williams,LAR,1,2,5,5,5,0,0,0,0,11/16
Jacory Croskey-Merritt,WAS,1,1,5,5,5,1,0,0,0,11/16
John FitzPatrick,GB,1,1,5,5,5,1,0,0,0,11/16
Andre Baccellia,ARI,1,1,5,5,5,0,0,0,0,11/16
Calvin Austin III,PIT,1,1,5,5,5,0,0,0,0,11/16
Jaylen Warren,PIT,2,2,5,2.5,6,0,0,0,0,11/16
Keleki Latu,BUF,1,1,4,4,4,0,0,0,0,11/16
Colson Yankoff,WAS,1,1,4,4,4,1,0,0,0,11/16
Brevyn Spann-Ford,DAL,1,1,4,4,4,0,0,0,0,11/16
Tony Pollard,TEN,3,3,4,1.3,9,1,0,0,0,11/16
Kylen Granson,PHI,1,2,4,4,4,1,0,0,0,11/16
Kareem Hunt,KC,1,2,3,3,3,0,0,0,0,11/16
Devin Singletary,NYG,1,1,3,3,3,0,0,0,0,11/16
Isaiah Williams,NYJ,1,4,2,2,2,0,0,0,0,11/16
Josh Whyle,GB,1,1,2,2,2,1,1,0,0,11/16
Ryan Flournoy,DAL,1,1,2,2,2,1,1,0,0,11/16
Robert Tonyan,KC,1,1,1,1,1,0,0,0,0,11/16
Nico Collins,HOU,7,15,136,19.4,54,5,0,0,0,11/9
Trey McBride,ARI,9,13,127,14.1,24,6,1,0,0,11/9
Jalen Nailor,MIN,5,6,124,24.8,62,4,1,0,0,11/9
Jameson Williams,DET,6,7,119,19.8,41,6,1,0,0,11/9
Emeka Egbuka,TB,6,13,115,19.2,31,5,1,0,0,11/9
Ladd McConkey,LAC,4,6,107,26.8,58,4,1,0,0,11/9
Mack Hollins,NE,6,10,106,17.7,54,4,0,0,0,11/9
Drake London,ATL,6,8,104,17.3,30,6,1,0,0,11/9
Chris Olave,NO,5,8,104,20.8,62,3,1,0,0,11/9
Tyler Warren,IND,8,10,99,12.4,24,4,0,0,0,11/9
Jaxon Smith-Njigba,SEA,5,6,93,18.6,43,4,1,0,0,11/9
Juwan Johnson,NO,4,4,92,23,52,2,1,0,0,11/9
Darius Slayton,NYG,4,4,89,22.3,38,3,0,0,0,11/9
Rome Odunze,CHI,6,10,86,14.3,27,5,1,0,0,11/9
Alec Pierce,IND,4,7,84,21,37,4,1,0,0,11/9
Jaylen Waddle,MIA,5,7,84,16.8,38,3,1,0,0,11/9
George Kittle,SF,9,9,84,9.3,20,4,1,0,0,11/9
Cade Otton,TB,9,12,82,9.1,16,3,0,0,0,11/9
Jerry Jeudy,CLE,6,12,78,13,22,5,1,0,0,11/9
Davante Adams,LAR,6,8,77,12.8,23,6,1,0,0,11/9
Zay Flowers,BAL,4,6,75,18.8,27,3,0,0,0,11/9
Theo Johnson,NYG,7,8,75,10.7,25,3,0,0,0,11/9
Cooper Kupp,SEA,2,2,74,37,67,2,0,0,0,11/9
Kyle Williams,NE,1,2,72,72,72,1,1,0,0,11/9
Jauan Jennings,SF,6,9,71,11.8,22,4,1,1,1,11/9
DeVonta Smith,PHI,4,7,69,17.3,36,3,1,0,0,11/9
Christian McCaffrey,SF,8,10,66,8.3,19,3,0,0,0,11/9
Puka Nacua,LAR,5,6,64,12.8,22,5,1,0,0,11/9
Wan'Dale Robinson,NYG,6,11,62,10.3,15,4,0,0,0,11/9
Tetairoa McMillan,CAR,5,8,60,12,26,3,0,0,0,11/9
Khalil Shakir,BUF,7,9,58,8.3,24,3,0,0,0,11/9
Amon-Ra St. Brown,DET,5,8,58,11.6,16,4,1,0,0,11/9
Treylon Burks,WAS,3,3,58,19.3,37,2,0,0,0,11/9
Colston Loveland,CHI,4,4,55,13.8,20,3,0,0,0,11/9
Zach Ertz,WAS,4,5,54,13.5,30,2,0,0,0,11/9
Devin Singletary,NYG,3,3,53,17.7,41,1,0,0,0,11/9
Sam LaPorta,DET,5,5,53,10.6,14,3,0,0,0,11/9
Dalton Schultz,HOU,7,11,53,7.6,20,5,1,0,0,11/9
Luther Burden III,CHI,3,3,51,17,27,2,0,0,0,11/9
De'Von Achane,MIA,6,6,51,8.5,15,3,0,0,0,11/9
Kalif Raymond,DET,4,4,49,12.3,18,3,0,0,0,11/9
Keon Coleman,BUF,3,8,46,15.3,35,2,1,0,0,11/9
Stefon Diggs,NE,5,8,46,9.2,19,3,1,0,0,11/9
Christian Watson,GB,2,4,45,22.5,25,2,0,0,0,11/9
Tyler Lockett,LV,5,6,44,8.8,19,2,0,0,0,11/9
Harold Fannin Jr.,CLE,4,7,44,11,24,2,0,0,0,11/9
Pat Bryant,DEN,1,2,43,43,43,1,0,0,0,11/9
Dallas Goedert,PHI,4,6,43,10.8,22,3,0,0,0,11/9
Jonathan Taylor,IND,3,3,42,14,24,2,0,1,0,11/9
Breece Hall,NYJ,1,1,42,42,42,1,1,0,0,11/9
Quentin Johnston,LAC,5,10,42,8.4,15,2,0,0,0,11/9
Tez Johnson,TB,4,5,42,10.5,12,3,2,0,0,11/9
Jayden Higgins,HOU,5,7,42,8.4,12,3,1,0,0,11/9
Colby Parkinson,LAR,4,5,41,10.3,16,4,1,0,0,11/9
Jaylin Lane,WAS,1,1,41,41,41,1,0,0,0,11/9
Jakobi Meyers,JAX,3,3,41,13.7,23,2,0,0,0,11/9
Saquon Barkley,PHI,3,3,41,13.7,41,1,0,0,0,11/9
Troy Franklin,DEN,5,9,40,8,18,2,1,0,0,11/9
Emari Demercado,ARI,3,4,40,13.3,34,1,0,0,0,11/9
Kyle Pitts Sr.,ATL,2,5,38,19,25,2,0,0,0,11/9
Dontayvion Wicks,GB,4,8,38,9.5,20,4,0,0,0,11/9
Justin Jefferson,MIN,4,12,37,9.3,11,3,0,0,0,11/9
Dawson Knox,BUF,3,4,37,12.3,20,1,0,0,0,11/9
Dalton Kincaid,BUF,2,3,37,18.5,20,2,0,0,0,11/9
Roman Wilson,PIT,2,3,35,17.5,27,1,1,0,0,11/9
Jordan Addison,MIN,3,11,35,11.7,26,1,0,0,0,11/9
DK Metcalf,PIT,3,7,35,11.7,19,2,0,0,0,11/9
Jaylin Noel,HOU,4,4,35,8.8,27,3,0,0,0,11/9
Demarcus Robinson,SF,3,4,34,11.3,14,2,0,0,0,11/9
Michael Wilson,ARI,4,7,34,8.5,15,1,0,0,0,11/9
DeMario Douglas,NE,2,2,34,17,26,1,0,0,0,11/9
Austin Trammell,JAX,2,3,33,16.5,18,1,0,0,0,11/9
Josh Jacobs,GB,5,6,33,6.6,9,1,0,1,1,11/9
Pat Freiermuth,PIT,3,3,33,11,15,1,0,0,0,11/9
Tyler Higbee,LAR,3,3,33,11,15,2,0,0,0,11/9
Marvin Harrison Jr.,ARI,3,12,33,11,14,3,1,0,0,11/9
Parker Washington,JAX,3,7,33,11,17,2,1,0,0,11/9
Ja'Tavion Sanders,CAR,5,5,32,6.4,13,1,0,0,0,11/9
Terrance Ferguson,LAR,1,4,32,32,32,1,0,0,0,11/9
Alvin Kamara,NO,3,3,32,10.7,26,1,0,0,0,11/9
Brock Bowers,LV,1,3,31,31,31,1,0,0,0,11/9
Jahmyr Gibbs,DET,3,4,30,10,14,2,1,0,0,11/9
Deebo Samuel,WAS,4,5,29,7.3,19,2,1,0,0,11/9
Tre Tucker,LV,2,3,28,14,25,1,0,0,0,11/9
Bo Melton,GB,2,5,28,14,18,2,0,0,0,11/9
Jackson Hawes,BUF,1,2,26,26,26,1,1,0,0,11/9
James Cook III,BUF,5,5,24,4.8,9,0,0,1,1,11/9
Courtland Sutton,DEN,3,4,24,8,14,1,0,0,0,11/9
Ty Johnson,BUF,2,2,24,12,16,1,0,0,0,11/9
Tyrell Shavers,BUF,1,1,24,24,24,1,0,0,0,11/9
Charlie Kolar,BAL,1,2,23,23,23,1,0,0,0,11/9
Luke Musgrave,GB,3,3,23,7.7,9,0,0,0,0,11/9
Michael Mayer,LV,3,4,22,7.3,11,1,0,0,0,11/9
Aaron Jones Sr.,MIN,3,6,22,7.3,12,1,0,0,0,11/9
Greg Dulcich,MIA,1,4,22,22,22,1,0,0,0,11/9
Jalen Coker,CAR,3,4,21,7,10,1,0,0,0,11/9
Curtis Samuel,BUF,1,1,21,21,21,1,0,0,0,11/9
David Njoku,CLE,2,2,21,10.5,12,1,1,0,0,11/9
Jaylen Warren,PIT,2,2,21,10.5,18,1,0,0,0,11/9
Johnny Mundt,JAX,1,2,21,21,21,1,0,0,0,11/9
Sterling Shepard,TB,3,4,20,6.7,11,1,0,0,0,11/9
Elijah Higgins,ARI,2,3,19,9.5,12,1,0,0,0,11/9
Michael Pittman Jr.,IND,2,2,19,9.5,10,0,0,0,0,11/9
Keenan Allen,LAC,2,5,19,9.5,12,1,0,0,0,11/9
Kendrick Bourne,SF,1,1,19,19,19,1,0,0,0,11/9
Travis Etienne Jr.,JAX,2,4,19,9.5,15,1,0,0,0,11/9
Woody Marks,HOU,2,3,18,9,12,1,0,0,0,11/9
D'Andre Swift,CHI,5,8,18,3.6,10,1,0,0,0,11/9
Skyy Moore,SF,1,1,18,18,18,1,0,0,0,11/9
Darnell Mooney,ATL,1,8,17,17,17,1,0,0,0,11/9
Isaiah Likely,BAL,2,5,17,8.5,11,1,0,0,0,11/9
Robbie Chosen,WAS,1,4,17,17,17,1,0,0,0,11/9
Will Shipley,PHI,2,2,17,8.5,11,1,0,0,0,11/9
Adam Thielen,MIN,2,3,16,8,9,0,0,0,0,11/9
DeAndre Hopkins,BAL,2,3,16,8,9,0,0,0,0,11/9
Rachaad White,TB,5,5,16,3.2,13,2,0,0,0,11/9
Foster Moreau,NO,2,3,16,8,10,1,0,0,0,11/9
Luke Farrell,SF,2,2,15,7.5,9,1,1,0,0,11/9
Darnell Washington,PIT,1,1,15,15,15,1,0,0,0,11/9
Devaughn Vele,NO,1,3,15,15,15,0,0,0,0,11/9
Charlie Woerner,ATL,1,1,14,14,14,1,0,0,0,11/9
Mark Andrews,BAL,3,5,14,4.7,6,2,1,0,0,11/9
Calvin Austin III,PIT,2,7,14,7,8,0,0,0,0,11/9
Xavier Smith,LAR,1,1,14,14,14,1,0,0,0,11/9
Zaire Mitchell-Paden,NO,1,1,14,14,14,1,0,0,0,11/9
Adam Prentice,DEN,1,1,13,13,13,1,0,0,0,11/9
Kimani Vidal,LAC,1,1,13,13,13,0,0,0,0,11/9
Oronde Gadsden,LAC,3,6,13,4.3,6,0,0,0,0,11/9
A.J. Brown,PHI,2,3,13,6.5,7,0,0,0,0,11/9
Evan Engram,DEN,2,5,12,6,7,0,0,0,0,11/9
Justice Hill,BAL,1,2,12,12,12,1,0,0,0,11/9
Tyler Conklin,LAC,1,1,12,12,12,0,0,0,0,11/9
Raheem Mostert,LV,1,1,11,11,11,1,0,0,0,11/9
Cedric Tillman,CLE,2,4,11,5.5,9,0,0,0,0,11/9
Kyren Williams,LAR,2,3,11,5.5,7,0,0,0,0,11/9
Isaac TeSlaa,DET,1,1,11,11,11,1,0,0,0,11/9
Rashod Bateman,BAL,1,2,10,10,10,1,0,0,0,11/9
Quinshon Judkins,CLE,2,3,10,5,9,0,0,0,0,11/9
Rico Dowdle,CAR,3,3,10,3.3,8,1,0,0,0,11/9
RJ Harvey,DEN,2,3,9,4.5,7,0,0,0,0,11/9
Malik Washington,MIA,2,3,9,4.5,9,1,1,0,0,11/9
Elijah Moore,BUF,2,2,9,4.5,5,0,0,0,0,11/9
Derrick Henry,BAL,3,3,9,3,8,0,0,0,0,11/9
Hunter Henry,NE,1,4,9,9,9,0,0,0,0,11/9
Devin Neal,NO,3,3,9,3,10,1,0,0,0,11/9
Daniel Bellinger,NYG,1,2,8,8,8,0,0,0,0,11/9
Ameer Abdullah,IND,1,1,8,8,8,0,0,0,0,11/9
T.J. Hockenson,MIN,2,2,8,4,4,0,0,0,0,11/9
Davis Allen,LAR,2,2,8,4,4,1,1,0,0,11/9
Kyle Juszczyk,SF,2,2,8,4,6,0,0,0,0,11/9
J.K. Dobbins,DEN,1,1,7,7,7,0,0,0,0,11/9
Nick Westbrook-Ikhine,MIA,1,1,7,7,7,1,0,0,0,11/9
Tucker Fisk,LAC,1,1,7,7,7,0,0,0,0,11/9
Jordan Mason,MIN,1,1,6,6,6,0,0,0,0,11/9
John Bates,WAS,1,2,6,6,6,0,0,0,0,11/9
LeQuint Allen Jr.,JAX,1,1,6,6,6,0,0,0,0,11/9
Bam Knight,ARI,1,4,5,5,5,1,0,0,0,11/9
Olamide Zaccheaus,CHI,1,4,5,5,5,0,0,0,0,11/9
Cole Kmet,CHI,1,2,5,5,5,0,0,0,0,11/9
Elijah Arroyo,SEA,1,1,5,5,5,0,0,0,0,11/9
Bhayshul Tuten,JAX,1,2,5,5,5,0,0,0,0,11/9
Nick Chubb,HOU,1,1,5,5,5,0,0,0,0,11/9
Romeo Doubs,GB,1,4,5,5,5,1,0,0,0,11/9
Kenneth Gainwell,PIT,2,3,4,2,2,0,0,0,0,11/9
Dont'e Thornton Jr.,LV,1,2,4,4,4,0,0,0,0,11/9
Bijan Robinson,ATL,2,2,4,2,8,0,0,0,0,11/9
Isaiah Williams,NYJ,1,1,4,4,4,0,0,0,0,11/9
Mason Taylor,NYJ,1,2,4,4,4,0,0,0,0,11/9
Jonnu Smith,PIT,1,2,4,4,4,0,0,0,0,11/9
Tre' Harris,LAC,2,2,4,2,5,0,0,0,0,11/9
Brian Robinson Jr.,SF,1,1,4,4,4,0,0,0,0,11/9
Jeremy McNichols,WAS,1,1,4,4,4,0,0,0,0,11/9
Ben Sinnott,WAS,1,1,4,4,4,1,1,0,0,11/9
Ashton Jeanty,LV,3,5,3,1,6,0,0,1,0,11/9
Rashid Shaheed,SEA,1,1,3,3,3,0,0,1,0,11/9
Christian Kirk,HOU,1,3,3,3,3,0,0,0,0,11/9
Josh Downs,IND,1,2,3,3,3,0,0,0,0,11/9
Dylan Sampson,CLE,1,1,3,3,3,0,0,0,0,11/9
John Metchie III,NYJ,1,1,3,3,3,0,0,0,0,11/9
Derius Davis,LAC,1,1,3,3,3,0,0,0,0,11/9
Kenneth Walker III,SEA,1,1,3,3,3,0,0,0,0,11/9
TreVeyon Henderson,NE,1,1,3,3,3,0,0,0,0,11/9
Adam Trautman,DEN,1,1,2,2,2,0,0,0,0,11/9
Emanuel Wilson,GB,1,1,2,2,2,0,0,0,0,11/9
Savion Williams,GB,2,2,2,1,2,0,0,0,0,11/9
Isaiah Davis,NYJ,1,1,1,1,1,0,0,0,0,11/9
Chuba Hubbard,CAR,1,1,1,1,1,0,0,0,0,11/9
Tyler Badie,DEN,0,1,0,-,-,0,0,0,0,11/9
Garrett Wilson,NYJ,0,3,0,-,-,0,0,0,0,11/9
Ray Davis,BUF,1,2,0,0,0,0,0,0,0,11/9
Jack Bech,LV,0,1,0,-,-,0,0,0,0,11/9
DJ Moore,CHI,0,4,0,-,-,0,0,0,0,11/9
Kyle Monangai,CHI,0,1,0,-,-,0,0,0,0,11/9
Gunner Olszewski,NYG,0,2,0,-,-,0,0,0,0,11/9
Tyrone Tracy Jr.,NYG,1,2,0,0,0,0,0,0,0,11/9
David Sills V,ATL,0,1,0,-,-,0,0,0,0,11/9
Mo Alie-Cox,IND,0,1,0,-,-,0,0,0,0,11/9
Jerome Ford,CLE,0,1,0,-,-,0,0,0,0,11/9
Malachi Corley,CLE,0,1,0,-,-,0,0,0,0,11/9
Jamari Thrash,CLE,0,1,0,-,-,0,0,0,0,11/9
Jaxon Smith-Njigba,SEA,8,9,129,16.1,26,5,0,0,0,11/2
Brock Bowers,LV,12,13,127,10.6,27,7,3,0,0,11/2
Tee Higgins,CIN,7,9,121,17.3,44,6,2,0,0,11/2
Colston Loveland,CHI,6,7,118,19.7,58,4,2,0,0,11/2
Drake London,ATL,9,14,118,13.1,40,8,3,0,0,11/2
Alec Pierce,IND,6,13,115,19.2,36,5,0,0,0,11/2
Michael Pittman Jr.,IND,9,12,115,12.8,21,6,0,0,0,11/2
Ja'Marr Chase,CIN,6,8,111,18.5,36,6,0,0,0,11/2
Dalton Kincaid,BUF,6,6,101,16.8,47,4,1,0,0,11/2
DeMario Douglas,NE,4,6,100,25,58,4,1,0,0,11/2
Amon-Ra St. Brown,DET,9,13,97,10.8,19,2,0,0,0,11/2
Sam LaPorta,DET,6,8,97,16.2,40,4,1,0,0,11/2
Marvin Harrison Jr.,ARI,7,10,96,13.7,20,6,1,0,0,11/2
Puka Nacua,LAR,7,8,95,13.6,39,2,1,0,0,11/2
Romeo Doubs,GB,7,10,91,13,30,5,0,0,0,11/2
Parker Washington,JAX,8,9,90,11.3,22,4,0,0,0,11/2
CeeDee Lamb,DAL,7,12,85,12.1,33,3,0,0,0,11/2
Jaylen Waddle,MIA,6,9,82,13.7,24,4,0,0,0,11/2
Rashee Rice,KC,4,7,80,20,29,4,0,0,0,11/2
George Pickens,DAL,6,9,79,13.2,19,6,0,2,0,11/2
Dalton Schultz,HOU,6,8,77,12.8,47,3,0,0,0,11/2
Chase Brown,CIN,8,14,75,9.4,21,4,0,0,0,11/2
Nico Collins,HOU,7,11,75,10.7,26,5,0,0,0,11/2
Hollywood Brown,KC,2,4,73,36.5,40,2,0,0,0,11/2
DJ Moore,CHI,4,6,72,18,23,4,0,0,0,11/2
Rashid Shaheed,SEA,5,9,68,13.6,26,3,0,0,0,11/2
Oronde Gadsden,LAC,5,5,68,13.6,34,2,0,0,0,11/2
Christian McCaffrey,SF,5,6,67,13.4,39,3,1,0,0,11/2
Jameson Williams,DET,4,6,66,16.5,37,3,1,0,0,11/2
Travis Kelce,KC,4,5,66,16.5,28,3,0,0,0,11/2
Andrei Iosivas,CIN,5,7,66,13.2,28,3,1,0,0,11/2
Zay Flowers,BAL,5,5,64,12.8,39,2,0,0,0,11/2
Darius Slayton,NYG,5,7,62,12.4,24,2,0,0,0,11/2
Michael Wilson,ARI,3,4,61,20.3,50,2,0,0,0,11/2
Cody White,SEA,1,2,60,60,60,1,1,0,0,11/2
Isaiah Likely,BAL,3,4,60,20,35,3,0,0,0,11/2
Davante Adams,LAR,5,7,60,12,29,5,2,0,0,11/2
Olamide Zaccheaus,CHI,6,8,58,9.7,15,4,1,0,0,11/2
Christian Watson,GB,2,4,58,29,52,1,0,0,0,11/2
Josh Downs,IND,6,9,57,9.5,17,5,1,1,1,11/2
Chris Olave,NO,3,4,57,19,27,2,0,0,0,11/2
Ladd McConkey,LAC,4,6,56,14,21,2,0,0,0,11/2
Calvin Austin III,PIT,5,6,56,11.2,18,2,0,0,0,11/2
Brian Thomas Jr.,JAX,3,5,55,18.3,34,2,0,0,0,11/2
Trey McBride,ARI,5,9,55,11,19,3,1,0,0,11/2
Terrance Ferguson,LAR,2,3,54,27,36,2,0,0,0,11/2
Quentin Johnston,LAC,4,6,53,13.3,23,2,1,0,0,11/2
Hunter Henry,NE,4,6,51,12.8,17,4,0,0,0,11/2
RJ Harvey,DEN,5,5,51,10.2,27,2,1,0,0,11/2
Jake Ferguson,DAL,5,7,50,10,23,2,0,1,1,11/2
Bijan Robinson,ATL,8,10,50,6.3,12,3,0,0,0,11/2
Greg Dulcich,MIA,5,5,49,9.8,16,2,0,0,0,11/2
Malik Washington,MIA,3,3,48,16,28,2,0,1,1,11/2
Jordan Addison,MIN,2,4,48,24,31,2,0,0,0,11/2
Tory Horton,SEA,4,4,48,12,25,3,2,0,0,11/2
Justin Jefferson,MIN,6,9,47,7.8,21,3,1,0,0,11/2
Ashton Jeanty,LV,5,5,47,9.4,15,3,1,0,0,11/2
Tetairoa McMillan,CAR,4,6,46,11.5,16,3,0,0,0,11/2
Elic Ayomanor,TEN,3,6,46,15.3,29,3,0,0,0,11/2
Wan'Dale Robinson,NYG,9,11,46,5.1,9,1,0,0,0,11/2
Zach Ertz,WAS,4,4,46,11.5,25,2,0,0,0,11/2
Khalil Shakir,BUF,7,8,43,6.1,20,3,0,0,0,11/2
Darnell Washington,PIT,4,6,43,10.8,13,3,0,0,0,11/2
Tanner Hudson,CIN,2,2,42,21,33,1,0,0,0,11/2
Keenan Allen,LAC,2,5,41,20.5,31,2,0,0,0,11/2
Jauan Jennings,SF,4,5,41,10.3,20,2,1,0,0,11/2
Deebo Samuel,WAS,5,6,41,8.2,19,1,0,0,0,11/2
De'Von Achane,MIA,6,10,39,6.5,19,1,0,0,0,11/2
Tre Tucker,LV,3,4,38,12.7,22,2,0,0,0,11/2
Kyle Pitts Sr.,ATL,4,7,38,9.5,22,1,0,0,0,11/2
Stefon Diggs,NE,3,4,38,12.7,21,2,1,0,0,11/2
Davis Allen,LAR,3,4,37,12.3,16,2,0,0,0,11/2
Tyjae Spears,TEN,3,3,36,12,26,1,0,0,0,11/2
Kenneth Gainwell,PIT,4,5,35,8.8,16,2,0,0,0,11/2
Luke Musgrave,GB,3,3,34,11.3,21,2,0,0,0,11/2
Kendrick Bourne,SF,2,2,34,17,21,2,0,0,0,11/2
TreVeyon Henderson,NE,4,6,32,8,19,2,0,0,0,11/2
George Kittle,SF,4,4,32,8,11,2,0,0,0,11/2
Travis Etienne Jr.,JAX,5,5,31,6.2,16,1,0,1,0,11/2
Juwan Johnson,NO,3,4,31,10.3,12,2,1,0,0,11/2
Elijah Higgins,ARI,3,3,30,10,16,1,0,0,0,11/2
Dawson Knox,BUF,1,1,30,30,30,1,0,0,0,11/2
Courtland Sutton,DEN,1,6,30,30,30,1,1,0,0,11/2
Xavier Hutchinson,HOU,3,5,30,10,19,1,0,0,0,11/2
Elijah Arroyo,SEA,2,2,29,14.5,26,1,1,0,0,11/2
Jaylin Lane,WAS,3,5,29,9.7,15,2,0,1,1,11/2
Elijah Moore,BUF,1,1,28,28,28,1,0,0,0,11/2
Noah Fant,CIN,2,3,28,14,23,1,1,0,0,11/2
Mitch Tinsley,CIN,1,2,27,27,27,1,0,0,0,11/2
Theo Johnson,NYG,3,6,27,9,15,1,1,0,0,11/2
Pat Freiermuth,PIT,3,4,27,9,12,2,1,0,0,11/2
Troy Franklin,DEN,4,10,27,6.8,13,1,0,0,0,11/2
Michael Mayer,LV,3,7,26,8.7,12,3,0,0,0,11/2
Tyler Warren,IND,5,7,26,5.2,9,1,0,0,0,11/2
Christian Kirk,HOU,4,8,26,6.5,13,2,0,0,0,11/2
Dyami Brown,JAX,3,7,25,8.3,16,1,0,0,0,11/2
Jonnu Smith,PIT,3,5,25,8.3,12,1,0,0,0,11/2
Adam Trautman,DEN,2,2,25,12.5,21,1,0,0,0,11/2
AJ Barner,SEA,3,4,24,8,9,1,0,1,0,11/2
Chris Brooks,GB,2,2,24,12,16,2,0,0,0,11/2
Gunner Olszewski,NYG,1,1,24,24,24,1,1,0,0,11/2
Xavier Worthy,KC,3,7,23,7.7,18,1,0,0,0,11/2
Charlie Kolar,BAL,2,2,23,11.5,20,2,1,0,0,11/2
Jakobi Meyers,JAX,4,6,23,5.8,7,1,0,0,0,11/2
Nick Westbrook-Ikhine,MIA,2,4,22,11,17,2,0,0,0,11/2
Mark Andrews,BAL,2,3,22,11,20,2,2,0,0,11/2
Caleb Williams,CHI,2,2,22,11,20,2,1,0,0,11/2
Kyle Monangai,CHI,3,5,22,7.3,11,2,0,0,0,11/2
Xavier Legette,CAR,1,3,22,22,22,1,0,0,0,11/2
Van Jefferson,TEN,1,4,21,21,21,1,0,0,0,11/2
Skyy Moore,SF,1,1,21,21,21,1,0,0,0,11/2
Zach Charbonnet,SEA,1,1,21,21,21,1,0,0,0,11/2
Aaron Jones Sr.,MIN,2,2,20,10,14,1,0,0,0,11/2
Tucker Kraft,GB,2,3,20,10,10,1,0,0,0,11/2
Austin Hooper,NE,1,1,20,20,20,1,0,0,0,11/2
John Bates,WAS,2,4,20,10,10,2,0,0,0,11/2
Pat Bryant,DEN,2,3,20,10,13,2,0,0,0,11/2
Bam Knight,ARI,2,2,20,10,12,2,0,0,0,11/2
Tyrone Tracy Jr.,NYG,3,4,19,6.3,10,2,0,0,0,11/2
Jordan Watkins,SF,1,1,19,19,19,1,0,0,0,11/2
Kenneth Walker III,SEA,2,2,19,9.5,14,1,0,0,0,11/2
Jackson Hawes,BUF,1,2,18,18,18,1,0,0,0,11/2
Tre' Harris,LAC,2,2,18,9,15,2,0,0,0,11/2
Keon Coleman,BUF,2,2,17,8.5,11,1,0,0,0,11/2
Jalen Nailor,MIN,1,4,16,16,16,1,0,0,0,11/2
Michael Bandy,DEN,1,1,16,16,16,1,0,1,1,11/2
Brandin Cooks,NO,2,3,16,8,10,1,0,0,0,11/2
Gunnar Helm,TEN,1,1,15,15,15,1,0,0,0,11/2
Tim Jones,JAX,1,1,15,15,15,1,0,0,0,11/2
Darnell Mooney,ATL,1,2,15,15,15,1,0,0,0,11/2
Raheem Mostert,LV,1,1,14,14,14,1,0,0,0,11/2
Treylon Burks,WAS,1,1,14,14,14,1,0,0,0,11/2
Luke Schoonmaker,DAL,1,2,14,14,14,1,0,0,0,11/2
Justice Hill,BAL,2,2,13,6.5,9,1,0,0,0,11/2
Rashod Bateman,BAL,2,4,13,6.5,9,1,1,0,0,11/2
Josh Jacobs,GB,4,5,13,3.3,7,0,0,0,0,11/2
Tyler Higbee,LAR,3,4,13,4.3,8,2,1,0,0,11/2
Savion Williams,GB,2,2,12,6,6,1,0,1,1,11/2
Tony Pollard,TEN,1,2,12,12,12,1,0,0,0,11/2
Xavier Smith,LAR,2,3,12,6,7,1,0,0,0,11/2
Ryan Flournoy,DAL,2,2,12,6,7,2,1,0,0,11/2
Ty Johnson,BUF,2,2,12,6,9,1,0,0,0,11/2
Tucker Fisk,LAC,1,1,12,12,12,1,0,0,0,11/2
Kyle Juszczyk,SF,1,2,12,12,12,1,0,0,0,11/2
Jonathan Taylor,IND,2,2,12,6,7,0,0,0,0,11/2
Tahj Washington,MIA,1,2,11,11,11,0,0,1,1,11/2
James Cook III,BUF,1,1,11,11,11,1,0,0,0,11/2
Brock Wright,DET,1,1,11,11,11,1,0,0,0,11/2
T.J. Hockenson,MIN,2,3,11,5.5,7,1,1,0,0,11/2
Malik Heath,GB,1,1,11,11,11,1,0,0,0,11/2
Rico Dowdle,CAR,2,3,11,5.5,8,1,0,0,0,11/2
David Montgomery,DET,2,4,10,5,13,1,0,1,1,11/2
KaVontae Turpin,DAL,2,3,10,5,6,0,0,0,0,11/2
